video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"VD46U8zZkYE","ドライバーは”力で飛ばす”じゃない！！女子プロの「超効率的な飛ばしのコツ」とは？【柏原明日架】【金田久美子】【吉田優利】【古江彩佳】【プラチナ世代】【三枝こころ】","2020-05-09T10:00:29.000Z","UCKe0ri_Fx7yCAaLqVABZgGA","UUUM GOLF-ウーム ゴルフ-",Sports,"20.12.05","UUUM|ウーム|うーむ|UUUMGOLF|ウームゴルフ|ゴルフ|GOLF|golf|ゴルフ女子|プロ|中井学|古閑美保|ゴルフレッスン|レッスン","303600","1520","117","74","https://i.ytimg.com/vi/VD46U8zZkYE/default.jpg","False","False","【出演プロのガチ対決をお見逃しの方はこちらから！】https://youtu.be/YEFr7ZdKNnM※この動画は緊急事態宣言発出前2020年3月に撮影した動画になります。【☆UUUMGOLFの公式グッズができました☆】https://muuu.com/videos/3ac47f0457c2483b今回タオルを2種類販売!!【UUUM GOLF】2周年記念タオル【なみきちゃん】2周年記念タオル是非みなさんチェックしてみてください！撮影協力：取手国際ゴルフ倶楽部http://www.tkg36.comーーーーーーーーーーーーーーーーーーーーーーーーーーーーーUUUM GOLF はゴルフを手軽に楽しみたい、本気でのめり込みたい、競技に出たいアナタを応援します。もっと自由に、もっと楽しく！◉ウームゴルフチャンネル登録はこちらhttps://www.youtube.com/channel/UCKe0ri_Fx7yCAaLqVABZgGA?sub_confirmation=1◉Twitter【UUUM GOLF公式】https://twitter.com/uuum_golf （アップロード告知用）【なみき】https://twitter.com/namiki_golf◉Instagram【UUUM GOLF公式】https://www.instagram.com/uuumgolf/（アップロード告知用）【なみき】https://www.instagram.com/namiki_golf/◉Facebook　【UUUM GOLF公式】https://www.facebook.com/uuumgolf/（アップロード告知用）【なみき】◉公式HP　https://golf.uuum.jp/【ジャンル別再生リスト】古閑美保流レッスンhttps://www.youtube.com/watch?v=Q-xwNaAlg8M&list=PLau3uR9E298lMY4V3yBJ4dMOOzYDHhqzBUUUMGOLF　MC企画は→https://www.youtube.com/playlist?list=PLau3uR9E298lRNqObiThAKFWUXtYd22jJ芹澤信雄プロ直伝の技集は→芹澤信雄プロレッスンhttps://www.youtube.com/playlist?list=PLau3uR9E298l4ws-10EeWLMoxxhswK6yt中井学プロ企画は→https://www.youtube.com/playlist?list=PLau3uR9E298mdatH-V2PAj0qwjs6ZpxErスライスに悩んでいる方は→スライス撲滅大作戦【中井学プロレッスン】https://www.youtube.com/playlist?list=PLau3uR9E298l6MH2x8Luw_yLwCrQqmCgGパーを取りたい方は→パープレーの教科書【中井学プロレッスン】https://www.youtube.com/playlist?list=PLau3uR9E298khXCiipnjrzFC7uuOofKkvその他【中井学プロレッスン】https://www.youtube.com/playlist?list=PLau3uR9E298k-nljicf37gohAcUXyVbiW第2回UUUM GOLF クリエイターコンペ→https://www.youtube.com/playlist?list=PLau3uR9E298n-E2T0W5AwvVCvsnmLEhgw第１回UUUM GOLF クリエイターコンペ→https://www.youtube.com/playlist?list=PLau3uR9E298lxePe4l_rj55Qdq88BGgS1これからコースデビューする方は→初めてのゴルフコースデビュー【受付〜ラウンドまで】https://www.youtube.com/playlist?list=PLau3uR9E298kc6KQlxxWhT6ORB2lMxUl9#UUUM#UUUMGOLF"
"Kn-EEJRXD7M","「母に贈るエール」(楽曲：NHK 連続テレビ小説「エール」主題歌 GReeeeN「星影のエール」）","2020-05-09T09:00:08.000Z","UC5jLCyltbnart3k4iLFQvZg","GReeeeN",Music,"20.12.05","GReeeeN|GReeeN|GReeN|グリーン|ＧＲＥＥＥＥＮ|ｸﾞﾘｰﾝ|HIDE|ヒデ|navi|ナビ|92|クニ|SOH|ソウ|JIN|ジン|愛すべき明日|一瞬と一生を|aisubekiasu|isyuntoissyouwo|あいすべきあす|いっしゅんといしょうを|新曲|唄リレー|みんなで歌ってみて|universal|music|japan|mv|pv|live|ファンクラブ|高画質|Video|ビデオ|iTunes|レコチョク|Amazon|エール|朝ドラ|NHK|窪田正孝|二階堂ふみ|六甲おろし|栄冠は君に輝く|キセキ|愛唄|遥か|オレンジ|ソビト|贈る言葉|第九|さしぶ|道|愛し君へ|ビリーヴ|UR not Alone|アイノカタチ|MISIA|古関裕而|王様のブランチ|石田星空|山口太幹|清水香帆|母の日|込江大牙|島田昌典|STAYHOME|STAYHOMEWITHMUSIC","217368","5221","72","243","https://i.ytimg.com/vi/Kn-EEJRXD7M/default.jpg","False","False","NHK連続テレビ小説『エール』主題歌「星影のエール」5月11日先行配信スタート！https://lnk.to/GReeeeN-HoshikageNoYellGReeeeN You Tubeチャンネル　https://www.youtube.com/channel/UC5jLCyltbnart3k4iLFQvZg?sub_confirmation=1[エール] 主題歌 | GReeeeN「星影のエール」タイトルバック　https://www.youtube.com/watch?v=9bKRo71IxXQ  この「星影のエール」は人と人との繋がり尊さを描いた楽曲。　学校の休校、リモートワークの推奨、「STAY HOME 週間」において、人との繋がり方はこれまでと大きく変化しています。家庭では、より家族と多くの時間を過ごし、深める機会となる一方、些細な気持ちのすれ違いからストレスをためてしまったりすることも多いようです。そんな身近な人にこそ、感謝とエールを伝えることが大切です。  5月10日には母の日を迎えます。この度「母に贈るエール」として、「星影のエール」歌唱動画を公開します。歌唱するのは連続テレビ小説「エール」にて、主人公・裕一の子供時代を演じた石田星空くん、ヒロイン音の子供時代を演じた清水香帆さん。そして裕一の幼馴染・佐藤久志の子供時代を演じた山口太幹くん、村野鉄男の子供時代を演じた込江大牙くんの4人。伴奏は「星影のエール」の編曲を担当した島田昌典さんが担当。心あたたまるリモート歌唱動画をチェックして、ぜひ自分の母親、そして母親だけでなく大切な人へ感謝の気持ちとともにエールを贈ってください！◆GReeeeN「星影のエール」   5月11日に主要音楽サイトにて配信リリース　　   6月24日CDリリース　　　　　　　　　　　　　　　　　　　　　　　　　　　　                       　　　◆2020年度前期　連続テレビ小説「エール」【出　　演】窪田正孝、二階堂ふみ、薬師丸ひろ子、菊池桃子、光石研、中村蒼、山崎育三郎、森山直太朗、佐久本宝、松井玲奈、森七菜 ／ 柴咲コウ、風間杜夫、唐沢寿明　ほか【放　　送】2020年３月30日（月）放送スタート（月）～（土）総合　前８：00～　ほか　※土曜は一週間を振り返ります#朝ドラ  #GReeeeN #STAYHOME"
"VOJuOT917Sg","【公式】テニスの王子様 第9話「ザ・ハード・デイ」","2020-05-10T03:00:06.000Z","UC0OXPEQRKArB_EVyFMwDbAQ","テレビ東京公式 あにてれちゃんねる",Film & Animation,"20.12.05","anime2020|tennis","200893","1029","42","484","https://i.ytimg.com/vi/VOJuOT917Sg/default.jpg","False","False","「テニスの王子様 OVA」5作品配信中！動画配信サイト「あにてれ」https://campaign.ani.tv/?utm_source=youtube_txt_tennis&utm_medium=display&utm_campaign=youtube_animeランキング戦の結果、最終的に手塚、大石、不二、河村、菊丸、桃城、海堂、リョーマの８名がレギュラーに決定。リョーマはその証であるレギュラージャージを注文することになった。本格的に練習がスタートし、ますます意気が上がる青学テニス部。そこで、顧問の竜崎は、惜しくもレギュラー入りを逃した乾を特別コーチとして参加させる。乾はレギュラーの身体強化にと重り入りのパワーアンクルを足に装着させ、カラーコーンによる打ち分け練習をさせる。そしてミスした者には特製の野菜汁を飲ませていくのだった。次々と野菜汁の犠牲になっていくレギュラーたち。へたばっているレギュラー陣へ乾はさらに的確なレベルアップへの助言を行うが、負けん気の強さで、まだまだやる気のメンバーであった。再生リストはこちらhttps://www.youtube.com/playlist?list=PLHLXVxqL73-ykYbgD1Prk6CPiJe7h6V5a----------------------------------------------------------------------------------------テレビ東京公式 あにてれ ちゃんねるを登録して最新情報を手に入れよう!http://www.youtube.com/channel/UC0OXPEQRKArB_EVyFMwDbAQ?sub_confirmation=1----------------------------------------------------------------------------------------#テニスの王子様 #皆川純子 #置鮎龍太郎 #近藤孝行 #甲斐田ゆき #津田健次郎 #高橋広樹 #川本成 #小野坂昌也 #喜安浩平 #テニスの王子様公式配信 #アニメ【キャスト】越前リョーマ：皆川純子手塚国光：置鮎龍太郎大石秀一郎：近藤孝行不二周助：甲斐田ゆき乾 貞治：津田健次郎菊丸 英ニ：高橋広樹河村 隆：川本成桃城 武：小野坂昌也海堂 薫：喜安浩平他【スタッフ】原作：許斐剛監督：浜名孝行キャラクターデザイン：石井明治美術：川井憲音楽：渡部チェルアニメーション制作：トランス・アーツ製作：テレビ東京、NAS"
"PG1vR-HZdbc","【神回】zoomで事前に録画した動画を流したらバレずにどこまで撮影できるの？ｗｗｗｗｗ【ドッキリ】","2020-05-10T09:59:53.000Z","UCPyNsNSTUtywkekbDdCA_8Q","はなおでんがん",Entertainment,"20.12.05","[none]","681873","24825","272","1547","https://i.ytimg.com/vi/PG1vR-HZdbc/default.jpg","False","False","今流行りのzoomでバーチャル背景を使ったドッキリいかがだったでしょうか。思った以上に会話になっててすげぇってなりました。しかしながら人の話をあまり聞けない私ですら、話を遮られて黙ってしまう彼らにちょっぴり胸が傷んでしまったのでみなさんもやりすぎには注意しましょうね。挿入歌  紅蓮華/ぁぃぁぃ verhttps://www.youtube.com/watch?v=AO2zJM2cytYチャンネル登録お願いします！●はなおのtwitter→　https://twitter.com/hanao87_0●でんがんのtwitter→ https://twitter.com/dengan875◆メインチャンネルhttps://www.youtube.com/channel/UCPyN...◆でんがんチャンネルhttps://www.youtube.com/channel/UCxIP...◆株式会社ほえい(サブチャンネル)https://www.youtube.com/channel/UCYeE...★事案パーカー、ビッグバンパーカーなどのグッズはこちら。https://muuu.com/users/2d9954b88b02d0c7★オハエリスメンテンTシャツ・パーカーはこちらから。◆https://www.ttrinity.jp/shop/hanao/チャンネルのBGM担当&EDテーマ「これからの歌」作曲：YASUHIRO(康寛)さまhttps://www.youtube.com/user/ZARK3235動画内の画像素材提供 : PIXTA　その他楽曲提供：Production Music by http://www.epidemicsound.com                     フリーBGM DOVA-SYNDROME by http://dova-s.jp/このチャンネルでは主にはなおでんがんとその他癖のある輩がわちゃわちゃするチャンネルです。まだまだ小物ですが逆にそれが良さということでもう自ら開き直り、大物の道を目指す、そんなジャイアントキリリンな物語性も感じさせる、そんなチャンネルとなっております。今年は特技とか増やしたいですね。目指せZeppなんば。2020年もどうぞよろしくお願いいたします。"
"zIOwUz51QGM","【広瀬香美】どぶろっくさんのもしかしてだけど歌ってみた⑧【※江口さん大きな二物】","2020-05-08T13:00:14.000Z","UCPkjL7jAJhrZ3e4-NlsGt-Q","広瀬 香美 Official YouTube channel",Entertainment,"20.12.05","広瀬香美|歌ってみた|どぶろっく|もしかしてだけど|お笑い","856637","24687","826","2441","https://i.ytimg.com/vi/zIOwUz51QGM/default.jpg","False","False","本編~4:01~どぶろっくさんのもしかしてだけどを歌ってみました。歌ってみた8本目ですが今回の作品が1番苦労しました。2日がかりで頑張って完成させてなんとか勢いで納品しましたが、、いかがでしょうか？感想をお聞かせ下ると嬉しいです♪歌い終えてみた動画（反省）もよかったら見ていってね→https://youtu.be/UzCqsmnp97o追記：どぶろっくさんよりアンサーソングでpromiseを歌って頂きました！ロングトーンの部分がしっかりと歌えているひとに出会えて嬉しい！ありがとう！https://youtu.be/e3eIx7HGy4w#どぶろっく#もしかしてだけど#広瀬香美#歌ってみた"
"9z0pRu-ExkY","【成長】チビキン、自分でウォーターサーバーのお水を入れて飲む。【アクアクララ】","2020-05-09T04:00:04.000Z","UCg4nOl7_gtStrLwF0_xoV0A","SeikinTV",Entertainment,"20.12.05","セイキン|seikin|SeikinTV|TV|せいきん|セイキンTV|せいきんTV|YouTuber|ユーチューバー|歌|UUUM|ウーム|兄|弟|兄弟|HIKAKIN & SEIKIN|ヒカキン & セイキン|アクアクララ|ウォーターサーバー|水|チビキン|ちびきん","835298","16602","1170","1104","https://i.ytimg.com/vi/9z0pRu-ExkY/default.jpg","False","False","提供：アクアクララ株式会社おいしいお水と一緒に暮らそう♪「子育てアクアプラン」https://www.aquaclara.co.jp/clp/kosodate/?ui_agency=aci&ui_source=ytb&ui_medium=display&ui_campaign=00019&argument=OYfAJGLF&dmai=aci_ytb_0019今なら新規お申込みで「かならずもらえるキャンペーン」実施中。人気のソーダストリームなどお好きな賞品が選べちゃう！https://www.aquaclara.co.jp/ndg/?ui_agency=aci&ui_source=ytb&ui_medium=display&ui_campaign=00020&argument=OYfAJGLF&dmai=aci_ytb_0020-------------------------------------------------------------是非【チャンネル登録】してね！▼SeikinTV チャンネル登録　　https://www.youtube.com/user/seikintv?sub_confirmation=1▼SeikinGames チャンネル登録https://www.youtube.com/user/seikingames?sub_confirmation=1▼セイキン公式Twitterhttp://twitter.com/SeikinTV▼セイキン公式Instagram(インスタグラム)https://www.instagram.com/seikin_official/▼お仕事のご依頼、お問い合わせ等は下記、UUUM株式会社までお願いいたします。https://www.uuum.co.jp/inquiry_promotion▼BGM 楽曲提供Production Music by http://www.epidemicsound.comhttp://dova-s.jp/"
"qVUbYINLivQ","【感謝】母の日サプライズをしてもらいました！","2020-05-08T10:00:35.000Z","UCNiurMpWExWgio2lqldycbA","辻ちゃんネル",People & Blogs,"20.12.05","[none]","1012230","25891","828","1511","https://i.ytimg.com/vi/qVUbYINLivQ/default.jpg","False","False","もうすぐ母の日💕と言う事で、たぁくんや子ども達からまさかのサプライズドッキリプレゼント🎁をしてもらいました‼️✨✨リアルにビックリ‼️した私w私のVIPで贅沢すぎる最高の１日をご覧ください😁💕💕笑。。提供：SK-IIいつでも、誰にでも簡単に動画付きのギフトが贈れるのでオススメです。https://www.rakuten.ne.jp/gold/sk-ii/campaign/gifting/?scid=we_ich_adsol_20200508_KOL※各動画へのコメント受付期間は次の動画が公開されるまでとさせていただきます。♡ 杉浦夫婦チャンネル「たぁのんちゃんネル」♡https://www.youtube.com/channel/UCtLnF6qOCyi4lG76aOooNHg/featured▶◀辻希美オフィシャルブログ▶◀のんピースhttps://ameblo.jp/tsuji-nozomi▶◀辻希美オフィシャルInstagram▶◀https://www.instagram.com/tsujinozomi_official/?hl=ja▶◀辻ちゃんネルオフィシャルInstagram▶◀https://www.instagram.com/tsujichannelofficial/?igshid=18xizrub3ht1rOP映像音楽制作:杉浦タカオOP映像音楽作曲:SEPT・hoto-DEntertainment Live Stage 「SEPT」公式ホームページhttp://sept-ppn.com/【YouTubeについてお問い合わせ】MIHAhttps://www.miha.co.jp/"
"P3EpI5bBnbs","朝倉未来のモーニングルーティンを撮ってみた","2020-05-09T10:00:10.000Z","UCJZVj2iBrdvbNc416i0V-UA","朝倉未来 Mikuru Asakura",Entertainment,"20.12.05","朝倉未来|バルクオム","553519","9503","499","1592","https://i.ytimg.com/vi/P3EpI5bBnbs/default.jpg","False","False","製品提供：BULK HOMME（バルクオム）＜500円キャンペーン実施中＞朝倉未来愛用のスキンケアをお得に始めるならこちらから！https://bit.ly/2LcpWGBサブチャンネルhttps://www.youtube.com/channel/UCOF2nUSKF2Mz_vZHlxjxRTg/アパレル販売開始しましたhttps://matinavenir.com/朝倉未来LINE公式アカウントhttps://lin.ee/l5riuy5朝倉未来の書籍「強者の流儀」発売開始しましたhttps://www.amazon.co.jp/dp/4046046961LINEスタンプhttps://line.me/S/sticker/10221660過去の動画はこちらぼったくりバーに一人で潜入したらあり得ない金額を請求されて口論になったhttps://www.youtube.com/watch?v=PX7lAOg5zeU&t=381sドッキリされたのでやり返した話https://www.youtube.com/watch?v=hSAULvpFCCE&t=832s街の喧嘩自慢にプロ格闘家がスパーリングを申し込んだらやるのかやらないのか【大阪編・前編】https://www.youtube.com/watch?v=xyl1vg9isL8メンバーでガチスパーリングしてみた【神回】https://youtu.be/VzW3oZGJ8_Q【ブチギレ】ナンパした女性の彼氏が朝倉未来だったらどうなる？https://www.youtube.com/watch?v=3SKBaeSgBQs&t=594s・朝倉未来 ツイッター　インスタグラムhttps://www.instagram.com/mikuruasakurahttps://twitter.com/MikuruAsakura・佐々木くんhttps://twitter.com/hiro_sasaki_https://www.instagram.com/hirosasaki_/・たくまhttps://twitter.com/Taku0532https://www.instagram.com/md_takuma/・吉田くんhttps://www.instagram.com/yoshi_da318https://twitter.com/Yoshida_318・きなこhttps://twitter.com/kinakopoodlehttps://www.instagram.com/poodlekinako/・朝倉未来 Youtube公式インスタグラムhttps://www.instagram.com/asakuramikuruyt・朝倉未来 Youtube公式ツイッターhttps://twitter.com/asakuramikuruyt・お仕事のご依頼はこちらmikuruasakuramg@gmail.com"
"STscIv4pTBg","【実は仲良し】明日花キララとヒカルの今までどこにも言わなかった関係話します","2020-05-07T10:30:05.000Z","UCaminwG9MTO4sLYeC3s6udA","ヒカル（Hikaru）",Entertainment,"20.12.05","ヒカル|Hikaru|トーク|おもしろ|明日花キララ|仲良し|きいたん|きぃちゃん|コラボ","5260130","77548","21703","20235","https://i.ytimg.com/vi/STscIv4pTBg/default.jpg","False","False","明日花キララのブランドはこちら！https://whipbunny.jp/明日花キララのTwitterhttps://twitter.com/asukakiraran明日花キララのInstagramhttps://www.instagram.com/asukakiraran/★チャンネル登録はこちらhttps://www.youtube.com/channel/UCaminwG9MTO4sLYeC3s6udA?sub_confirmation=1ヒカルが愛用してる洋服ReZARDの購入はこちらから！https://rezard.jp/?utm_source=twitter&utm_medium=post&utm_campaign=h1127「ReZARD」に関する情報は下のTwitterでお知らせします。それとDM解放してるので質問などあればそこでお願いします。https://twitter.com/Rezard_officialヒカルのグッズ通販サイトはこちらhttps://hikarukouza.thebase.in/ヒカルの公式サイトはこちらhttps://hikaruchannel.net/★プレゼントや手紙の送り先はこちらになります！〒100-0005 東京都千代田区丸の内 1-6-5      丸の内北口ビルディングWeWork 9階株式会社サムライパートナーズ　宛新曲はこちらです。https://www.youtube.com/watch?v=nRkmpaNQyZA&t=22sヒカルのZepp東京のライブ映像はこちらです。https://www.youtube.com/watch?v=Oocgc5EYqfg曲をまとめて聞きたい方はこちらから！https://www.youtube.com/watch?v=yrXuKm6JtYA&list=PLcxHm0kSGuEBGW8gmYNOM-2Ah1B9t6Gax【Twitterアカウント】★ヒカルのTwitterhttps://twitter.com/kinnpatuhikaru★ヒカルのサブ1のTwitterhttps://twitter.com/tadanokarisuma?lang=ja★ヒカルのサブ2のTwitterhttps://twitter.com/1chan_hikaru?lang=ja★まえっさんのTwitterはこちらhttps://twitter.com/1chan_maessan★名人のTwitterはこちらhttps://twitter.com/1chan_meijin★ロケマサのTwitterはこちらhttps://twitter.com/1chan_rokemasa★ヒカルのゲーム実況チャンネルhttps://www.youtube.com/user/kinnpatuhikaru★ヒカルの公式Twitterはこちら（動画通知、お知らせ等）https://twitter.com/hikaru2nd1031★ヒカルのインスタグラムhttps://www.instagram.com/tadanokarisuma/★ヒカルへの仕事のお問い合わせはこちらinfo@hikaruchannel.netマネージャー高橋のDMまでお願いします。https://twitter.com/takahashisan69#ヒカル#明日花キララ"
"mXRewdevHaQ","【ドッキリ】LINEの連絡先を全て歴史上の人物に変えてみたwww","2020-05-09T10:30:25.000Z","UCf2cN9o0ndPwqA3wZLFj_NQ","エスポワールTRIBE",Entertainment,"20.12.05","桐崎栄二|宇陀先輩|きりざきえいじ|桐崎家|宇陀|エスポワール刑務所|エスポワール|けーすけ|島袋|youtuber|UUUM|エスポワールTRIBE|桐崎親父|ドッキリ|携帯|歴史|企画|爆笑|いたずら|お笑い","186229","4355","404","1084","https://i.ytimg.com/vi/mXRewdevHaQ/default.jpg","False","False","【ESPロンT 発売中！！！】サイズS.M.L.XL 各4000円(税込)MUUUにてエスポワールロンT発売！！https://muuu.com/videos/48ad8257c3c8cd8fさぶちゃんねる(エスポワール休憩所）https://www.youtube.com/channel/UC8DEmCFZcUEAb8gc0Hng79wチャンネル登録、高評価宜しくお願いします！！【Twitter】宇陀　　    http://twitter.com/@uda_1106けーすけ　http://twitter.com/@KEESUKE_ESPOIR島袋            http://twitter.com/@Agovukuroはんくん    http://twitter.com/@hankunESP【instagram】宇陀　　   http://instagram.com/uda_1106けーすけ  http://instagram.com/keisuke.espoir_tribe島袋　　   http://instagram.com/agovukuroはんくん   http://instagram.com/hankun_esp《プレゼント、ファンレター等の送り先はこちら！！》〒107-6228東京都港区赤坂9丁目7番1号ミッドタウンタワー28FUUUM株式会社 エスポワールTRIBE 宛お仕事のご依頼はこちら↓↓https://www.uuum.co.jp/inquiry_promotion【音源・効果音使用元】様―DOVA-SYNDROME■http://dova-s.jp/―効果音ラボ■http://soundeffect-lab.info/―甘茶の音楽工房■http://amachamusic.chagasi.com/素材提供 PIXTA※動画によって使用していない場合がございます。#エスポワールTRIBE#エスポワール"
"CuQszKeCR04","朝倉未来が大吉君をさんぽに連れて行ってくれた","2020-05-09T09:02:01.000Z","UCEReo3ko80VlilHyIM-Lm9Q","ほのぼのかいちゃんねる",People & Blogs,"20.12.05","朝倉海|KAIChannel|かいちゃんねる","191792","3376","155","446","https://i.ytimg.com/vi/CuQszKeCR04/default.jpg","False","False","◯一言　喜んでましたね大吉くん。◆YouTube　メインチャンネル：https://www.youtube.com/channel/UCbqtn4vldMg5HjKims7MWfw　instagram：https://instagram.com/kai_ch_youtube　twitter：https://twitter.com/kai_ch_youtube◆公式ページ　WebShop：https://shop.kai-asakura.com/◆SNS　朝倉海　ーinstagram：https://instagram.com/kai_asakura_/　ーtwitter：https://twitter.com/kai_1031_　サイトウ　ーinstagram：https://www.instagram.com/kenta_0327/　ーtwitter：https://twitter.com/Saito_0327_　オオモリ　ーinstagram：https://www.instagram.com/e_c_omori/　ーtwitter：https://twitter.com/e_c_omori◆お仕事の相談・お問い合わせはこちらまで　E-Mail：kai.toiawase@gmail.com◆音源は以下のサービスを利用しています。　H/MIX Gallery：http://www.hmix.net/　Music is VFR：http://musicisvfr.com/free/license.html　甘茶の音楽工房：http://amachamusic.chagasi.com/terms....　MusMus：http://musmus.main.jp/　効果音ラボ：https://soundeffect-lab.info 　DOVA-SYNDROME：https://dova-s.jp　音楽の卵：http://ontama-m.com　ニコニ・コモンズ：https://commons.nicovideo.jp/materials/　ED協力：KICS(https://www.youtube.com/channel/UCxE78QWWRGsgV4v-vZHErog)#朝倉海#KAIChannel#かいちゃんねる#asakurakai"
"qC-Habg2vxw","はじめまして【ASMR】野菜スティック・とんかつ 【No Talking/ Just Talking/ Voice】","2020-05-09T07:44:17.000Z","UCjoIKN4CybsJyv0pWwAUJ5w","YUI OGURA おぐらゆい ASMR/Beauty",People & Blogs,"20.12.05","ASMR|小倉唯|はじめまして|野菜スティック|とんかつ","245920","10177","340","1344","https://i.ytimg.com/vi/qC-Habg2vxw/default.jpg","False","False","はじめまして！小倉唯です。私は普段、日本で声優とアーティスト活動をしています(^o^) この度、ずっとやってみたかったYouTubeにて、個人のチャンネルを開設してみることにしました〜。これからは、私の好きなASMRや、美容やコスメに関しての内容を投稿していくつもりです。更新頻度や日時などは特に決めていないので、楽しく気の向くままにユルユルとやっていきたいなと思っています( ´ ▽ ` ) 完全に趣味のアカウントなので、自分の好きな時に好きなように、楽しく更新できたらいいなぁ〜と思い、撮影や編集も全て自分で行っています。なので、まだまだ至らない点も多いかと思いますが、あたたかく見守っていただければ嬉しいです。是非、チャンネル登録や高評価、よろしくお願いします*\(^o^)/*----------------------------------------小倉唯 おぐらゆい Ogura Yui 小仓唯 오구라 유이 युई ओगुरा 普段は日本で声優とアーティスト活動をしています(^-^)-2020.6.10 12th single-『ハピネス*センセーション』release💐(TVアニメ『シャドウバース』EDテーマ)-文化放送radio-『小倉唯のyui＊room』🏠毎週日曜日 24:30〜⭐️New⭐️【個人Twitterはじめました!!】・Twitter→https://twitter.com/yui_ogura_815・ArtistOfficialTwitter→https://mobile.twitter.com/OY_A_Official【インスタグラム、ブログ、TikTokも更新中】・Instagram→https://www.instagram.com/yui_ogura_official/・LINE Blog→https://lineblog.me/ogurayui/・TikTok→http://vt.tiktok.com/dyQbuu/【オフィシャルファンクラブ】OfficialFunClub→https://www.yuis-company.jp【その他、全ての情報はこちら】小倉唯公式HP→http://www.ogurayui.jp【お仕事のご依頼はこちらから】所属事務所HP→https://www.just-pro.jp/contact/オフィシャルファンクラブ「Yui’s＊company.」では、会員限定の楽しいコンテンツが盛りだくさん！わたし小倉唯が社長として、ファンの皆さんと一緒に楽しい会社ライフを送っています(^-^)入会は随時受付中♪新入社員さん、いつでもお待ちしていますよ(^○^)---------------------------------------"
"17j4JI9PChE","彼女が撮影に遅刻してきたのでブチギレました。","2020-05-08T11:00:00.000Z","UCo8y_2EhnnFRmS-3Xh5gyKg","せなかれ",People & Blogs,"20.12.05","せなかれ|せなかれカップル|今日好き|今日好きになりました|石川翔鈴|後藤聖那","821297","20471","2088","1907","https://i.ytimg.com/vi/17j4JI9PChE/default.jpg","False","False","本日も動画見てくれてありがとうございます😊最近本当にやる事が無くて…！😔😔そんな僕に比べて、インスタで見た方もいるかもですが、翔鈴ちゃんは最近お絵かきをしてますよね！僕なんかお絵かきしよう！なんて思った事一度もないですよ…。だって、だって、だってだって！！！そりゃ上手かったらたくさん描いてますよ？けど、描いてないってことは…。はい。察してください^_^どこかにお絵かきが得意で、かつ、教えるのが上手い人いないかなああああ😫😫😫今日も動画見てくれてありがとうございます！ぜひ、チャンネル登録お願いします！↓↓せなかれのSNS情報はこちら！↓↓せなInstagramhttps://www.instagram.com/see__nna/?hl=jaTwitterhttps://twitter.com/see__nnaかれんInstagramhttps://www.instagram.com/karen__i328/?hl=jaTwitterhttps://twitter.com/karen__i328せなかれInstagramhttps://www.instagram.com/snkrozos_official/お手紙やプレゼントの送り先〒150-0002東京都渋谷区渋谷3-27-11祐真ビル本館9階(株)プラチナムプロダクション（後藤聖那宛、石川翔鈴宛、せなかれ宛"
"uPQ_wGgFMqA","寄生マトリョーシカ","2020-05-09T11:00:27.000Z","UChuwE7hMjONeLU54uC8Vigw","雨穴",People & Blogs,"20.12.05","雨の穿った穴に住む|ホラー|料理|オモコロ|怖い|気持ち悪い|ムシ|虫|寄生中|寄生|寄生虫","283442","13744","217","2354","https://i.ytimg.com/vi/uPQ_wGgFMqA/default.jpg","False","False",""
"Zq9ASGvVmmk","オンライン授業が始まった大学生の一日","2020-05-09T01:44:17.000Z","UCBOW9JS4366gwX_rFFgZNTw","パーカー / 大学生の日常",People & Blogs,"20.12.05","パーカー|vlog","575419","14922","1053","2473","https://i.ytimg.com/vi/Zq9ASGvVmmk/default.jpg","False","False","こんにちはパーカーです。先ほどアップした動画がバグってたので再アップしました！とまどってしまった方がいましたら申し訳ないです。・各種SNSのご紹介Twitter（リアルタイムの日常）@paka_youtubeInstagram（最近頑張ってる）@paka_youtubeダイレクトメッセージはすべて目を通していますが、必ずしも全てに返信できるわけではありません。しかし、なるべく返信できるよう頑張ってます！・連絡先paka_youtube@yahoo.co.jp"
"ucNc6u1W_w4","ヤフオクで7万円のバイクにイチャモンつけてみた！FZR250(1988)参考動画","2020-05-09T01:50:43.000Z","UC0mhOaiTObQ9hsCIBQM7Hnw","二宮祥平ホワイトベース",Autos & Vehicles,"20.12.05","バイク|ホワイトベース","222576","1831","393","2","https://i.ytimg.com/vi/ucNc6u1W_w4/default.jpg","False","False","現状車の現状販売となります。7.7万円（消費税が加算されています）ホームページ準備中につき、直接お問い合わせください。0425072630 infowhitebase01@gmail.com こちらのバイクは現状車（機能的に不備がある）車両の現状販売（整備や部品交換をせず、そのままの状態で販売し、修理してから乗る前提で乗って帰れない）ものです。ご購入の際は陸送をご利用いただくか、積載可能な自動車でお越しください。タンクはカバーでした。どうりで音が曇ってるはずだワン。"
